nome,verso
Faça parte  dessa comunidade,"Well gonna write a little letterGonna mail it to my local D.J.It's a rockin' little recordI want my jockey to playRoll over BeethovenI gotta hear it again todayYou know my temperature's risin'and the jukebox's blowin' a fuseMy hearts beatin' rhythmand my soul keeps singing the bluesRoll over Beethovenand tell Tchaikovsky the newsI got a rockin' pneumoniaI need a shot of rhythm and bluesI think I got an arthritissittin' down by the rhythm reviewRoll over Beethovenwe're rockin' in two by twoWell if you fell you like itWell get your lover and reel and rock itroll it over and move on upjust jump around and reel and rock itroll it overRoll over Beethovena rockin' in two by two , ohWell early in the mornin'I'm a givin' you the warnin'Don't you step on my blue suede showesHey little littlegonna play my fiddleAin't got nothing to loseRoll over Beethovenand tell Tchaikovsky the newsYou know she winks like a glow wormDance like a spinnin' topShe got a crazy partneroughta see 'em reel an rockLong as she's got a dimethe music will never stopRoll over BeethovenRoll over BeethovenRoll over BeethovenRoll over BeethovenRoll over Beethoven and dig these rhythm and bluesRoll Over BeethovenRoll Over BethoveenRoll Over BeethovenRoll Over BeethovenRoll Over Beethoven and dig these rhythm and blues"
Samba do Ernesto,"O Arnesto nos convidou pra um samba, ele mora no BrásNós fumos, não encontremos ninguémNós voltermos com uma baita de uma reivaDa outra vez, nós num vai maisNós não semos tatu!O Arnesto nos convidou pra um samba, ele mora no BrásNós fumos, não encontremos ninguémNós voltermos com uma baita de uma reivaDa outra vez, nós num vai maisNo outro dia encontremo com o ArnestoQue pediu desculpas, mas nós não aceitemosIsso não se faz, Arnesto, nós não se importaMas você devia ter ponhado um recado na portaO Arnesto nos convidou pra um samba, ele mora no BrásNós fumos, não encontremos ninguémNós voltermos com uma baita de uma reivaDa outra vez, nós num vai maisNo outro dia encontremo com o ArnestoQue pediu desculpas, mas nós não aceitemosIsso não se faz, Arnesto, nós não se importaMas você devia ter ponhado um recado na portaUm recado assim ói: Ói, turma, num deu pra esperáAh, duvido que isso num faz mar, num tem importânciaAssinado em cruz porque não sei escreverArnesto"
Faça parte  dessa comunidade,"O Arnesto nos convidou pra um samba, ele mora no BrásNós fumos, não encontremos ninguémNós voltermos com uma baita de uma reivaDa outra vez, nós num vai maisNós não semos tatu!O Arnesto nos convidou pra um samba, ele mora no BrásNós fumos, não encontremos ninguémNós voltermos com uma baita de uma reivaDa outra vez, nós num vai maisNo outro dia encontremo com o ArnestoQue pediu desculpas, mas nós não aceitemosIsso não se faz, Arnesto, nós não se importaMas você devia ter ponhado um recado na portaO Arnesto nos convidou pra um samba, ele mora no BrásNós fumos, não encontremos ninguémNós voltermos com uma baita de uma reivaDa outra vez, nós num vai maisNo outro dia encontremo com o ArnestoQue pediu desculpas, mas nós não aceitemosIsso não se faz, Arnesto, nós não se importaMas você devia ter ponhado um recado na portaUm recado assim ói: Ói, turma, num deu pra esperáAh, duvido que isso num faz mar, num tem importânciaAssinado em cruz porque não sei escreverArnesto"
Santa Rita de Sampa,"Defensora dos frascos e comprimidosDe nós malucos, sois a belezaProtetora dos animais abatidosPrato cheio de sobremesaDeolinda dos sem rainhaDeusa pagã do ButantãHeavy metal de Santa IzildinhaJoana Dark do LexotanBendita Rita da Lua cheiaRogai por mim nesse começo de fimO espinho nosso de cada testaMilagrosa seja vossa festaSois o lazer de quem trampaBendita Santa Rita de SampaSanta Rita de SampaSanta RitaDesvairada da PaulicéiaVirgem e martir de toda a gentalhaMãe menininha da PompéiaFogo de Camile PaspagliaMarginal de Vila MarianaTia tiete do tietêSofredora corintianaPadroeira de São GererêBendita Rita da Lua cheiaRogai por mim nesse começo de fimO espinho nosso de cada testaMilagrosa seja vossa festaSois o lazer de quem trampaBendita Santa Rita de SampaSanta Rita de SampaSanta Rita"
Faça parte  dessa comunidade,"Defensora dos frascos e comprimidosDe nós malucos, sois a belezaProtetora dos animais abatidosPrato cheio de sobremesaDeolinda dos sem rainhaDeusa pagã do ButantãHeavy metal de Santa IzildinhaJoana Dark do LexotanBendita Rita da Lua cheiaRogai por mim nesse começo de fimO espinho nosso de cada testaMilagrosa seja vossa festaSois o lazer de quem trampaBendita Santa Rita de SampaSanta Rita de SampaSanta RitaDesvairada da PaulicéiaVirgem e martir de toda a gentalhaMãe menininha da PompéiaFogo de Camile PaspagliaMarginal de Vila MarianaTia tiete do tietêSofredora corintianaPadroeira de São GererêBendita Rita da Lua cheiaRogai por mim nesse começo de fimO espinho nosso de cada testaMilagrosa seja vossa festaSois o lazer de quem trampaBendita Santa Rita de SampaSanta Rita de SampaSanta Rita"
Sassaricando,"Sa-sassaricando!Todo mundo leva a vida no arameSa-sassaricando!O brotinho, a viúva e a madame!Sentaram no ovo do colomboFoi um assombro!SassaricandoQuem não tem seu sassaricoSassarica mesmo só!Porque sem sassaricarEsta vida é um nó!"
Faça parte  dessa comunidade,"Sa-sassaricando!Todo mundo leva a vida no arameSa-sassaricando!O brotinho, a viúva e a madame!Sentaram no ovo do colomboFoi um assombro!SassaricandoQuem não tem seu sassaricoSassarica mesmo só!Porque sem sassaricarEsta vida é um nó!"
Saúde,"Me cansei de lero-leroDá licença, mas eu vou sair do sérioQuero mais saúdeMe cansei de escutar opiniõesDe como ter um mundo melhorMas ninguém sai de cima, nesse chove não molhaEu sei que agora eu vou é cuidar mais de mimComo vai? Tudo bemApesar, contudo, todavia, mas, porémAs águas vão rolar, não vou chorarSe por acaso morrer do coraçãoÉ sinal que amei demaisMas enquanto estou viva e cheia de graçaTalvez ainda faça um monte de gente felizComo vai? Tudo bemApesar, contudo, todavia, mas, porémAs águas vão rolar, não vou chorar, nãoSe por acaso morrer do coraçãoÉ sinal que amei demaisMas enquanto estou viva e cheia de graçaTalvez ainda faça um monte de gente feliz"
Faça parte  dessa comunidade,"Me cansei de lero-leroDá licença, mas eu vou sair do sérioQuero mais saúdeMe cansei de escutar opiniõesDe como ter um mundo melhorMas ninguém sai de cima, nesse chove não molhaEu sei que agora eu vou é cuidar mais de mimComo vai? Tudo bemApesar, contudo, todavia, mas, porémAs águas vão rolar, não vou chorarSe por acaso morrer do coraçãoÉ sinal que amei demaisMas enquanto estou viva e cheia de graçaTalvez ainda faça um monte de gente felizComo vai? Tudo bemApesar, contudo, todavia, mas, porémAs águas vão rolar, não vou chorar, nãoSe por acaso morrer do coraçãoÉ sinal que amei demaisMas enquanto estou viva e cheia de graçaTalvez ainda faça um monte de gente feliz"
Scarlet Moon,"Moça do bando da luaChega em casaPõe fogo na brasaE vai pra ruaNamoradeiraMenina bonitaVolta e meiaVira uma sereia selenitaEscarlete, lua serenataColombinaEla só combinaCom a prataCom a luz do solÉ minguanteNum quarto crescenteDebaixo do lençolLua novaBlue moonVira rosaE fica toda cheia"
Faça parte  dessa comunidade,"Moça do bando da luaChega em casaPõe fogo na brasaE vai pra ruaNamoradeiraMenina bonitaVolta e meiaVira uma sereia selenitaEscarlete, lua serenataColombinaEla só combinaCom a prataCom a luz do solÉ minguanteNum quarto crescenteDebaixo do lençolLua novaBlue moonVira rosaE fica toda cheia"
Se Manca,Guarde seu drama para sua mammaFreud já explicouTem alguma nóia aí na históriaQue você deletouEu não sou JungMas você confundePau com pedraNem sou LacanPra te botar no divãE ouvir sua merdaSe manca neném!Gente mala a gente trata com desdémSe manca neném!Enfia sua nóia e passe bemNão me vem falar de JesusVocê é pecadorNão me vem com papo ecológicoVocê é poluidorNão vem arrotar sua granaVocê é mão de vacaNão vem se achando bacanaVocê é babaca
Faça parte  dessa comunidade,Guarde seu drama para sua mammaFreud já explicouTem alguma nóia aí na históriaQue você deletouEu não sou JungMas você confundePau com pedraNem sou LacanPra te botar no divãE ouvir sua merdaSe manca neném!Gente mala a gente trata com desdémSe manca neném!Enfia sua nóia e passe bemNão me vem falar de JesusVocê é pecadorNão me vem com papo ecológicoVocê é poluidorNão vem arrotar sua granaVocê é mão de vacaNão vem se achando bacanaVocê é babaca
Sem Cerimônia,"Hey! Quem me escuta?Será que eu posso me chegar?Sem cerimôniaEu só vim trazer, digamos, uma presençaSuspeitaSujeitaA sua indiferença é uma coisa que me preocupaÀs vezes você me irritaE eu não sei bem de quem é a culpaA culpaDe quem é a culpaEu não seiVoe comigo e sinta o que eu sintoE o culpado disso tudo é o solQue não pára de nascerSem a menor cerimôniaEle não precisa pedir pra aparecerNinguémNinguémPor gentileza será que eu posso lhe dizerSem cerimôniaEu estou aqui pra viajar com vocêSerá que eu posso?Posso?Então venhaVoe comigo e sinta o que eu sinto"
Faça parte  dessa comunidade,"Hey! Quem me escuta?Será que eu posso me chegar?Sem cerimôniaEu só vim trazer, digamos, uma presençaSuspeitaSujeitaA sua indiferença é uma coisa que me preocupaÀs vezes você me irritaE eu não sei bem de quem é a culpaA culpaDe quem é a culpaEu não seiVoe comigo e sinta o que eu sintoE o culpado disso tudo é o solQue não pára de nascerSem a menor cerimôniaEle não precisa pedir pra aparecerNinguémNinguémPor gentileza será que eu posso lhe dizerSem cerimôniaEu estou aqui pra viajar com vocêSerá que eu posso?Posso?Então venhaVoe comigo e sinta o que eu sinto"
"Sem Endereço (Memphis, Tennessee)","Em meados de janeiro uma carta recebiNuma tarde ensolarada cuja data me esqueciNessa carta o remetente se esqueceu de dar o nomeO envelope só trazia Teresina, PiauíNa mensagem d eternura declarava seu amorSe dizia abandonado, sem ninguém, sem um olharPassei horas meditanto na mensagem que eu liSem querer fui gostando do rapaz do PiauíSempre que eu ouçoalguém falar em PiauíSinto uma saudade do rapaz que eu nunca viVivelonge, tão distante, mas é meu seu coraçãoQuanto mais o tempo passa mais aumenta essa paixãoEsta é minha história toda cheia de emoçãoDe alguém sem endereço que soluça em solidãoSe ele ainda me adora ou se acaso eu o perdiQuero que você pergunte pro rapaz do Piauí!"
Faça parte  dessa comunidade,"Em meados de janeiro uma carta recebiNuma tarde ensolarada cuja data me esqueciNessa carta o remetente se esqueceu de dar o nomeO envelope só trazia Teresina, PiauíNa mensagem d eternura declarava seu amorSe dizia abandonado, sem ninguém, sem um olharPassei horas meditanto na mensagem que eu liSem querer fui gostando do rapaz do PiauíSempre que eu ouçoalguém falar em PiauíSinto uma saudade do rapaz que eu nunca viVivelonge, tão distante, mas é meu seu coraçãoQuanto mais o tempo passa mais aumenta essa paixãoEsta é minha história toda cheia de emoçãoDe alguém sem endereço que soluça em solidãoSe ele ainda me adora ou se acaso eu o perdiQuero que você pergunte pro rapaz do Piauí!"
Shangrilá,"De repente eu me vejoAmarelada, bodeada, sem ninguémNessas horas aparece a preguiçaA vontade de sumir... de vezSe me der na telha sou capazDe enlouquecerE mandar tudo pr´aquele lugarE fugir com você pra ShangriláE me deixar levarPor um beijo eternoPor seu corpo envolventeMais quente que o inferno"
Faça parte  dessa comunidade,"De repente eu me vejoAmarelada, bodeada, sem ninguémNessas horas aparece a preguiçaA vontade de sumir... de vezSe me der na telha sou capazDe enlouquecerE mandar tudo pr´aquele lugarE fugir com você pra ShangriláE me deixar levarPor um beijo eternoPor seu corpo envolventeMais quente que o inferno"
She Loves You,"She loves youShe loves youShe loves youYou think you've lost your loveWell I saw her yesterdayIt's you she's thinking ofAnd she told me what to sayShe said she loves youAnd you know that can't be badShe loves youAnd you know you should be gladShe said you hurt her soShe almost lost her mindBut now she says she knowsYour're not the hurting kindShe said she loves youAnd you know that can't be badShe loves youAnd you know you should be gladShe loves you, yeah yeah yeahShe loves you, yeah yeah yeahWith a love like thatYou know you should be gladYou know it's up to youI think it's only fairPride can hurt you tooApologise to herBecause she loves youAnd you know that can't be badShe loves youAnd you know you should be glad"
Faça parte  dessa comunidade,"She loves youShe loves youShe loves youYou think you've lost your loveWell I saw her yesterdayIt's you she's thinking ofAnd she told me what to sayShe said she loves youAnd you know that can't be badShe loves youAnd you know you should be gladShe said you hurt her soShe almost lost her mindBut now she says she knowsYour're not the hurting kindShe said she loves youAnd you know that can't be badShe loves youAnd you know you should be gladShe loves you, yeah yeah yeahShe loves you, yeah yeah yeahWith a love like thatYou know you should be gladYou know it's up to youI think it's only fairPride can hurt you tooApologise to herBecause she loves youAnd you know that can't be badShe loves youAnd you know you should be glad"
Só de Você,"Será que a gente ainda seráA velha estória de amor que sempre acaba bem, meu bemMeio démodé para hoje em diaAntigamente, tudo era bem mais chiquePorque a gente nem sabe porqueMas acontece que eu nasci pra ser só de vocêÉ claro que a sorte também ajudouUltimamente, um romance dura poucoCola, seu rosto no meu rostoEnrola, seu corpo no meu corpoAgora, está na hora de dançar"
Faça parte  dessa comunidade,"Será que a gente ainda seráA velha estória de amor que sempre acaba bem, meu bemMeio démodé para hoje em diaAntigamente, tudo era bem mais chiquePorque a gente nem sabe porqueMas acontece que eu nasci pra ser só de vocêÉ claro que a sorte também ajudouUltimamente, um romance dura poucoCola, seu rosto no meu rostoEnrola, seu corpo no meu corpoAgora, está na hora de dançar"
Só Vejo Azul,"Não sei porque fico vendo tudo azulA vida toda vivo vendo azul da cor do marVejo São Paulo, Rio, também vejo o BrasilDetrás da minha lente angular e cor de anilDeixei meu carro quieto na zona sulVim caminhando pela avenida principalEstacionei meu corpo nessa zona azulNo meio desse imenso território nacionalEstou de frente para a América do SulSaindo sozinha do Teatro MunicipalVejo você junto do Cruzeiro do SulLado a lado azulados via transversalEstou fluindo sobre o AnhangabaúNo Viaduto do Chá, suspensa, solta no arCom um olho de vidro azul, outro blueOlho pra você tão cinza, azulo-te só de olharAzulo o mar, azulo a Terra, um quasar eu faço azularAzulo o roxo, azulo o boto cor-de-rosa só de olharAzulo o ar, azulo as feras, Lua Nova eu faço azularAzulo a água, azulo a dor, meu amor azulo só de olhar, só de olhar, só de olharVenha até São Paulo ver o que é bom pra tosseA vida toda vivo vendo tudo azul da cor do marVenha até São Paulo ver Itamar Assumpção tomar posseDetrás de minha lente angular e cor de anilNão sei porque eu fico vendo tudo azulEstou de frente para a América do SulAzulo o mar, azulo o arAzulo a Terra, azulo as ferasAzulo o roxo, azulo o boto cor-de-rosaAzulo a água, azulo a dor, o meu amor!"
Faça parte  dessa comunidade,"Não sei porque fico vendo tudo azulA vida toda vivo vendo azul da cor do marVejo São Paulo, Rio, também vejo o BrasilDetrás da minha lente angular e cor de anilDeixei meu carro quieto na zona sulVim caminhando pela avenida principalEstacionei meu corpo nessa zona azulNo meio desse imenso território nacionalEstou de frente para a América do SulSaindo sozinha do Teatro MunicipalVejo você junto do Cruzeiro do SulLado a lado azulados via transversalEstou fluindo sobre o AnhangabaúNo Viaduto do Chá, suspensa, solta no arCom um olho de vidro azul, outro blueOlho pra você tão cinza, azulo-te só de olharAzulo o mar, azulo a Terra, um quasar eu faço azularAzulo o roxo, azulo o boto cor-de-rosa só de olharAzulo o ar, azulo as feras, Lua Nova eu faço azularAzulo a água, azulo a dor, meu amor azulo só de olhar, só de olhar, só de olharVenha até São Paulo ver o que é bom pra tosseA vida toda vivo vendo tudo azul da cor do marVenha até São Paulo ver Itamar Assumpção tomar posseDetrás de minha lente angular e cor de anilNão sei porque eu fico vendo tudo azulEstou de frente para a América do SulAzulo o mar, azulo o arAzulo a Terra, azulo as ferasAzulo o roxo, azulo o boto cor-de-rosaAzulo a água, azulo a dor, o meu amor!"
Sou Fiel,"Sou Fiel Sou fiel de coração Sou fiel a uma paixão Sou fiel graças a Deus Sou fiel a uma religião Timão ê-ô Timão eu sou Eu sou a garra dos gaviões Eu sou a raça nas decisões Eu sou a farra nas explosões Sou fiel de coração Sou fiel a uma paixão Sou fiel graças a Deus Sou fiel a uma religião Timão ê-ô Timão eu sou Eu sou 25 milhões De corações fiéis Ao campeão dos campeões Eu sou uma nação Sou fiel de coração Sou fiel a uma paixão Sou fiel graças a Deus Sou fiel a uma religião Timão ê-ô Timão eu sou Eu sou o pavilhão 9 Sou a camisa 12 E a estrela do timão Eu sou uma nação Sou fiel de coração Sou fiel a uma paixão Sou fiel, orra meu Sou fiel a uma religião Ê-o timão Eu sou timão Eu sou fiel Sou uma nação"
Faça parte  dessa comunidade,"Sou Fiel Sou fiel de coração Sou fiel a uma paixão Sou fiel graças a Deus Sou fiel a uma religião Timão ê-ô Timão eu sou Eu sou a garra dos gaviões Eu sou a raça nas decisões Eu sou a farra nas explosões Sou fiel de coração Sou fiel a uma paixão Sou fiel graças a Deus Sou fiel a uma religião Timão ê-ô Timão eu sou Eu sou 25 milhões De corações fiéis Ao campeão dos campeões Eu sou uma nação Sou fiel de coração Sou fiel a uma paixão Sou fiel graças a Deus Sou fiel a uma religião Timão ê-ô Timão eu sou Eu sou o pavilhão 9 Sou a camisa 12 E a estrela do timão Eu sou uma nação Sou fiel de coração Sou fiel a uma paixão Sou fiel, orra meu Sou fiel a uma religião Ê-o timão Eu sou timão Eu sou fiel Sou uma nação"
Status,"Sempre falta alguma coisaNa saudade de não sei o quêExiste gosto pra tudo no mundoPois é, minha vontade é de ficar com vocêMas por favor, não me condene por isso nãoÉ tudo tão comercialQue eu estou consumindo os produtosE vou provando o que aparece na frenteMas acredite, ainda tenho um vazioDentro de mim, yeah!Mas meu amigo deixe se enganarÉ tudo imitaçãoEstão fazendo propaganda barataDa minha insatisfação, nãoMas por favor, não me leve a malIsso faz parte do programa você sabeQue eu não posso arriscar meu statusDe estar em todas e não ser de nenhumaE o meu maior lucro nesse negócioÉ não me envolver, yeah!"
Faça parte  dessa comunidade,"Sempre falta alguma coisaNa saudade de não sei o quêExiste gosto pra tudo no mundoPois é, minha vontade é de ficar com vocêMas por favor, não me condene por isso nãoÉ tudo tão comercialQue eu estou consumindo os produtosE vou provando o que aparece na frenteMas acredite, ainda tenho um vazioDentro de mim, yeah!Mas meu amigo deixe se enganarÉ tudo imitaçãoEstão fazendo propaganda barataDa minha insatisfação, nãoMas por favor, não me leve a malIsso faz parte do programa você sabeQue eu não posso arriscar meu statusDe estar em todas e não ser de nenhumaE o meu maior lucro nesse negócioÉ não me envolver, yeah!"
Strip Tease,"Eu avistei um garotão no mesmo elevadorOlhou pra mim e logo vi que ele era bom de amorQue graça!Que massa!Caí na teia!Eu só queria aquele gato na veia!1º andar: Blusa, calcinha, tênis, saia-de-prega2º andar: Meia, sapato, cinto, calça, cuecaTake it easy!Strip tease!Que sorte!Eu assaltei o garotão na caixa forte!"
Faça parte  dessa comunidade,"Eu avistei um garotão no mesmo elevadorOlhou pra mim e logo vi que ele era bom de amorQue graça!Que massa!Caí na teia!Eu só queria aquele gato na veia!1º andar: Blusa, calcinha, tênis, saia-de-prega2º andar: Meia, sapato, cinto, calça, cuecaTake it easy!Strip tease!Que sorte!Eu assaltei o garotão na caixa forte!"
"Sucesso, Aqui Vou Eu (Build Up)","Já estou até vendoMeu nome brilhandoE o mundo aplaudindoAo me ver cantarAo me ver dançarI wanna be a star!Como Ginger Rogers vou sapatearMais de mil vestidos vou poder usarNum show de cores em cinemascopeEu direi adeus aos sonhos meusSucesso, aqui vou eu!Rádio, televisão, revistas, muito mais, ahMeu rosto, meu sorriso, à venda nos jornaisParis Match, N.Y.Times, Look, Life, BBC of LondonHere I come:Maquiagem, ""mis-en-scène"" para o Oscar cobiçadoLuzes, câmera... ação!Eu vou lutar, eu vou subirEu vou ganhar e conseguir!Será que algum diaFamosa eu seria?Meu sonho aconteciaE eu direi goodbye!Mamãe, papaiI wanna be a star!Abram alasEu vou passarSucesso, aqui vou eu!Abram alasI wanna be a star!Sucesso, aqui vou eu!Sucesso, aqui vou eu! Ah!"
Faça parte  dessa comunidade,"Já estou até vendoMeu nome brilhandoE o mundo aplaudindoAo me ver cantarAo me ver dançarI wanna be a star!Como Ginger Rogers vou sapatearMais de mil vestidos vou poder usarNum show de cores em cinemascopeEu direi adeus aos sonhos meusSucesso, aqui vou eu!Rádio, televisão, revistas, muito mais, ahMeu rosto, meu sorriso, à venda nos jornaisParis Match, N.Y.Times, Look, Life, BBC of LondonHere I come:Maquiagem, ""mis-en-scène"" para o Oscar cobiçadoLuzes, câmera... ação!Eu vou lutar, eu vou subirEu vou ganhar e conseguir!Será que algum diaFamosa eu seria?Meu sonho aconteciaE eu direi goodbye!Mamãe, papaiI wanna be a star!Abram alasEu vou passarSucesso, aqui vou eu!Abram alasI wanna be a star!Sucesso, aqui vou eu!Sucesso, aqui vou eu! Ah!"
Superficie do Planeta,Estou sozinhaNa superficie do planetaA esperar o anoEm que irei verEu verei descerNum disco prateado a voz do deusQue ensinará a musicaQue nos dará a terraEles irão verEles irão crerVoces irão verVoces irão crer
Faça parte  dessa comunidade,Estou sozinhaNa superficie do planetaA esperar o anoEm que irei verEu verei descerNum disco prateado a voz do deusQue ensinará a musicaQue nos dará a terraEles irão verEles irão crerVoces irão verVoces irão crer
Superstafa,"A linha tá sempre ocupadaO sinal demora a abrirO carro tá sempre enguiçadoChoro na hora de sorrirAh! Deixa estar que eu me vingo delaAh! Deixa estar vou tocar pra elaAh! Deixa estar meus amigos, mas o que se passaÉ a superstafaSempre tem que pagar a taxaNa guitarra falta uma cordaCusto muito para dormirMas qualquer coisinha me acordaAh! Deixa estar que eu me vingo delaAh! Deixa estar vou tocar pra elaAh! Deixa estar meus amigos, mas o que se passaChove só nos fins de semanaQuando a gente quer ir à praiaA caneta vive falhandoSempre pinga café na saiaO filme que a gente quer verTá com lotação esgotadaA água para de correrQuando estou toda ensaboadaÉ a superstafa,É a superstafa"
Faça parte  dessa comunidade,"A linha tá sempre ocupadaO sinal demora a abrirO carro tá sempre enguiçadoChoro na hora de sorrirAh! Deixa estar que eu me vingo delaAh! Deixa estar vou tocar pra elaAh! Deixa estar meus amigos, mas o que se passaÉ a superstafaSempre tem que pagar a taxaNa guitarra falta uma cordaCusto muito para dormirMas qualquer coisinha me acordaAh! Deixa estar que eu me vingo delaAh! Deixa estar vou tocar pra elaAh! Deixa estar meus amigos, mas o que se passaChove só nos fins de semanaQuando a gente quer ir à praiaA caneta vive falhandoSempre pinga café na saiaO filme que a gente quer verTá com lotação esgotadaA água para de correrQuando estou toda ensaboadaÉ a superstafa,É a superstafa"
Tão,Tão boazinhaTão certinhaTão discretaTão corretaTão modestaTão honestaTão decenteTão boa genteTão cordataTão sensataTão tão tãoTão tão... chata!Chata!Tão chata paca!Tão risonhaTão idôneaTão sinceraTão galeraTão normalTão legalTão jovemTão nobreTão dotadaTão centradaTão tão tãoTão tão... chata!Chata!Tão chata paca!Tão gentilTão servilTão seguraTão doçuraTão cristãTão irmãTão na lutaTão enxutaTão grataTão exataTão tão tãoTão tão... chata!Chata!Tão chata paca!
Faça parte  dessa comunidade,Tão boazinhaTão certinhaTão discretaTão corretaTão modestaTão honestaTão decenteTão boa genteTão cordataTão sensataTão tão tãoTão tão... chata!Chata!Tão chata paca!Tão risonhaTão idôneaTão sinceraTão galeraTão normalTão legalTão jovemTão nobreTão dotadaTão centradaTão tão tãoTão tão... chata!Chata!Tão chata paca!Tão gentilTão servilTão seguraTão doçuraTão cristãTão irmãTão na lutaTão enxutaTão grataTão exataTão tão tãoTão tão... chata!Chata!Tão chata paca!
Tapupukitipa,Yeah! Yeah! Yeah!Tapu pukitipa!Yeah! Yeah! Yeah!Tapu pukitipa!Uuuuh!
Faça parte  dessa comunidade,Yeah! Yeah! Yeah!Tapu pukitipa!Yeah! Yeah! Yeah!Tapu pukitipa!Uuuuh!
Tataratlantes,"Sou uma dinossauraCom aura de iguanaDivina batráquiaPós terráquea mundanaÀs vezes renasço do amorPor falta dele até morroMas sobrevivo a dorSenão pronto socorroÀs vezes vegetoÀs vezes sou canibalNem deusa nem animalApenas humana anima insanaMera mortalCara de pau, cara pálidaMagra esquálidaDa tribo dos seres falantesTataratlantesMamutes mutantesTatatatatatatataratlantesMamutes mutantesFilha da terraNeta da luaHerdeira do SolMenina de ruaEis me aqui vivoAguardando o sinalBabe me dê um motivoIt's never and nowFaço de conta, faço arteSou Appolo, sou DionísioVênus e Marte dançandoNa beira do abismoMamutes mutantesTatatatatatatataratlantes"
Faça parte  dessa comunidade,"Sou uma dinossauraCom aura de iguanaDivina batráquiaPós terráquea mundanaÀs vezes renasço do amorPor falta dele até morroMas sobrevivo a dorSenão pronto socorroÀs vezes vegetoÀs vezes sou canibalNem deusa nem animalApenas humana anima insanaMera mortalCara de pau, cara pálidaMagra esquálidaDa tribo dos seres falantesTataratlantesMamutes mutantesTatatatatatatataratlantesMamutes mutantesFilha da terraNeta da luaHerdeira do SolMenina de ruaEis me aqui vivoAguardando o sinalBabe me dê um motivoIt's never and nowFaço de conta, faço arteSou Appolo, sou DionísioVênus e Marte dançandoNa beira do abismoMamutes mutantesTatatatatatatataratlantes"
Tatibitati,Quando eu nasciMinha mãe diziaTome cuidadoCom o bicho papãoNão dê ouvidosÀs más companhiasSiga o instintoDo seu coraçãoFiquei mocinhaSabe como é...O tal bicho papãoVirou meu namoradoEu sou má companhiaPra quem não tiverUm coração que vive apaixonadoSempre fui levada-da-brecaBrincar de médicoÉ melhor que boneca...Sempre fui levada-da-breca...
Faça parte  dessa comunidade,Quando eu nasciMinha mãe diziaTome cuidadoCom o bicho papãoNão dê ouvidosÀs más companhiasSiga o instintoDo seu coraçãoFiquei mocinhaSabe como é...O tal bicho papãoVirou meu namoradoEu sou má companhiaPra quem não tiverUm coração que vive apaixonadoSempre fui levada-da-brecaBrincar de médicoÉ melhor que boneca...Sempre fui levada-da-breca...
Teimosia,"Não vem cá, não vemEu vou sim eu vouEu sou teimoso vc é teimosaNós somos teimososNão vem cá não vemNão vem que eu vou aíEu vou sim eu vouVocê que fique aí eu sou teimoso você é teimosaNós somos teimosos"
Faça parte  dessa comunidade,"Não vem cá, não vemEu vou sim eu vouEu sou teimoso vc é teimosaNós somos teimososNão vem cá não vemNão vem que eu vou aíEu vou sim eu vouVocê que fique aí eu sou teimoso você é teimosaNós somos teimosos"
Televisão (part. Titãs),"A televisãoMe deixou burroMuito burro demaisOi! Oi! Oi!Agora todas coisasQue eu pensoMe parecem iguaisOi! Oi! Oi!O sorvete me deixou gripadoPelo resto da vidaE agora toda noiteQuando deitoÉ boa noite, queridaOh! Cride, fala pra mãeQue eu nunca li num livroQue o espirroFosse um vírus sem curaVê se me entendePelo menos uma vezCriatura!Oh! Cride, fala pra mãeA mãe diz pra eu fazerAlguma coisaMas eu não faço nadaOi! Oi! Oi!A luz do sol me incomodaEntão deixaA cortina fechadaOi! Oi! Oi!É que a televisãoMe deixou burraMuito burra demaisE agora eu vivoDentro dessa jaulaJunto dos animaisOh! Cride, fala pra mãeQue tudo que a antena captarMeu coração capturaVê se me entendePelo menos uma vezCriatura Oh! Cride, fala pra mãeA mãe diz pra eu fazerAlguma coisaMas eu não faço nadaOi! Oi! Oi!A luz do sol me incomodaEntão deixoA cortina fechadaOi! Oi! Oi!É que a televisãoMe deixou burraMuito burra demaisE agora eu vivoDentro dessa jaulaJunto dos animaisE eu digoOh! Cride, fala pra mãeQue tudo que a antena captarMeu coração capturaVê se me entendePelo menos uma vezCriatura Oh! Cride, fala pra mãeOh! Oh! Oh! Oh! Oh! Oh!Oh! Oh! Oh! Oh! Oh! Oh!Oh! Oh! Oh! Oh! Oh! Oh!"
